customer_id,age,gender,location,income_bracket,total_purchases,avg_purchase_value,purchase_frequency,last_purchase_date,preferred_payment,frequent_categories,premium_product_affinity,brand_loyalty_score,website_visits_30d,avg_session_duration,cart_abandonment_rate,email_engagement_rate,customer_lifetime_value,churn_risk_score,satisfaction_score,promotion_response_rate,discount_sensitivity
CUST000564,31,F,Dallas,Low,2,43.03,0.9,2023-11-10,Credit Card,"['Beauty', 'Food']",0.382,0.714,3,8.44,0.689,0.312,118.93,0.165,4.12,0.337,0.656
CUST000565,49,F,San Jose,Medium,10,55.36,0.46,2023-10-22,Bank Transfer,['Home & Garden'],0.512,0.589,7,0.64,0.491,0.146,837.04,0.131,4.65,0.719,0.251
CUST000566,30,F,Dallas,Medium,10,109.52,1.97,2023-12-19,Debit Card,['Clothing'],0.242,0.637,2,1.51,0.107,0.084,1360.02,0.077,4.17,0.224,0.808
CUST000567,18,M,San Jose,Medium,8,111.36,0.81,2023-12-19,Debit Card,['Clothing'],0.389,0.788,9,3.44,0.231,0.199,1237.1,0.188,3.9,0.185,0.445
CUST000568,22,F,Chicago,High,8,63.5,0.48,2023-10-26,PayPal,['Beauty'],0.266,0.676,6,0.86,0.115,0.021,643.28,0.401,4.45,0.254,0.47
CUST000569,18,Other,Phoenix,Medium,9,225.19,1.37,2023-12-27,Credit Card,"['Books', 'Clothing', 'Home & Garden']",0.039,0.633,2,3.95,0.785,0.185,2106.68,0.552,4.25,0.748,0.71
CUST000570,30,F,San Diego,Medium,5,96.96,0.43,2023-11-18,PayPal,"['Electronics', 'Sports', 'Books']",0.166,0.743,16,1.54,0.549,0.323,565.41,0.129,4.07,0.334,0.969
CUST000571,35,M,San Diego,High,2,106.42,0.91,2023-12-28,Credit Card,"['Clothing', 'Electronics']",0.524,0.597,7,0.93,0.553,0.609,324.29,0.073,4.34,0.695,0.779
CUST000572,55,M,Houston,Low,2,116.61,0.05,2023-12-12,PayPal,"['Food', 'Books']",0.235,0.391,3,0.68,0.369,0.047,288.09,0.181,4.15,0.222,0.253
CUST000573,38,M,New York,Low,2,65.33,0.43,2023-12-22,Credit Card,['Books'],0.183,0.25,7,8.62,0.266,0.633,154.63,0.532,3.77,0.323,0.473
CUST000574,32,F,New York,Low,7,137.19,1.89,2023-12-14,Bank Transfer,['Beauty'],0.12,0.746,2,1.87,0.298,0.689,1075.9,0.284,4.1,0.768,0.367
CUST000575,44,F,Houston,Medium,2,40.29,1.16,2023-12-11,Debit Card,['Sports'],0.107,0.335,4,2.26,0.2,0.17,89.21,0.056,3.87,0.382,0.401
CUST000576,18,M,Philadelphia,Medium,3,52.29,0.99,2023-11-19,Bank Transfer,"['Beauty', 'Food', 'Sports']",0.261,0.964,4,3.62,0.247,0.324,197.85,0.345,4.58,0.574,0.253
CUST000577,37,F,San Diego,Medium,4,65.62,1.3,2023-11-09,Credit Card,['Books'],0.312,0.817,3,2.92,0.226,0.553,344.47,0.365,3.86,0.259,0.395
CUST000578,44,F,Philadelphia,High,4,101.97,1.9,2023-12-17,Credit Card,"['Sports', 'Home & Garden']",0.422,0.555,5,2.68,0.334,0.236,579.86,0.201,3.87,0.617,0.84
CUST000579,18,F,Dallas,Medium,9,48.0,0.8,2023-10-30,PayPal,['Food'],0.405,0.682,10,3.91,0.585,0.409,606.92,0.292,4.41,0.188,0.672
CUST000580,48,F,Dallas,Medium,3,50.2,0.53,2023-10-30,Credit Card,"['Electronics', 'Home & Garden', 'Sports']",0.123,0.86,17,0.29,0.271,0.394,169.2,0.285,3.88,0.626,0.305
CUST000581,39,F,Los Angeles,Low,7,169.64,1.44,2023-12-22,Bank Transfer,['Home & Garden'],0.179,0.398,5,1.4,0.218,0.447,1399.51,0.283,4.05,0.292,0.151
CUST000582,30,F,San Jose,Low,8,159.82,0.7,2024-01-15,Credit Card,"['Books', 'Beauty', 'Home & Garden']",0.325,0.769,7,2.77,0.357,0.227,1694.63,0.148,3.83,0.281,0.318
CUST000583,42,M,New York,Medium,6,47.01,0.52,2023-11-30,Credit Card,"['Home & Garden', 'Beauty', 'Clothing']",0.343,0.261,8,2.38,0.585,0.567,378.9,0.242,3.61,0.616,0.693
CUST000584,62,F,Los Angeles,Medium,5,62.64,0.63,2023-10-25,PayPal,"['Electronics', 'Beauty', 'Books']",0.178,0.432,18,4.52,0.586,0.813,369.04,0.15,3.85,0.743,0.212
CUST000585,37,F,Phoenix,High,4,90.03,1.16,2023-12-19,Credit Card,"['Beauty', 'Food', 'Books']",0.488,0.725,1,1.68,0.459,0.279,535.78,0.233,3.69,0.405,0.456
CUST000586,37,F,Houston,Low,4,119.75,0.13,2023-12-27,PayPal,"['Home & Garden', 'Clothing']",0.332,0.55,12,3.79,0.142,0.489,637.97,0.02,5.0,0.718,0.212
CUST000587,29,F,Houston,Low,3,74.57,1.17,2023-12-30,Debit Card,"['Food', 'Beauty', 'Home & Garden']",0.32,0.522,5,8.71,0.157,0.406,295.19,0.123,3.86,0.191,0.741
CUST000588,24,F,Dallas,Medium,6,70.35,0.3,2023-12-18,PayPal,"['Clothing', 'Sports']",0.209,0.406,10,6.64,0.247,0.65,510.47,0.293,3.76,0.666,0.652
CUST000589,44,M,San Diego,Low,9,151.01,0.46,2023-12-29,Credit Card,"['Books', 'Electronics']",0.025,0.446,4,2.07,0.292,0.25,1392.46,0.245,4.43,0.79,0.425
CUST000590,24,M,Philadelphia,Low,7,65.45,0.23,2023-12-30,Debit Card,['Books'],0.237,0.571,7,1.66,0.497,0.605,566.73,0.36,4.41,0.261,0.397
CUST000591,35,M,New York,Medium,5,80.33,1.34,2024-01-16,Credit Card,['Clothing'],0.549,0.444,5,3.29,0.329,0.353,622.32,0.425,3.55,0.534,0.352
CUST000592,29,M,Los Angeles,Low,6,114.55,0.99,2023-12-09,PayPal,"['Sports', 'Beauty', 'Electronics']",0.146,0.733,1,3.82,0.446,0.817,787.91,0.092,4.11,0.201,0.701
CUST000593,40,F,Philadelphia,Medium,10,116.77,0.3,2023-12-10,Bank Transfer,['Clothing'],0.217,0.22,14,0.88,0.19,0.716,1421.11,0.003,3.87,0.623,0.552
CUST000594,39,Other,Los Angeles,Low,8,111.4,1.49,2023-11-07,Debit Card,"['Food', 'Books', 'Sports']",0.445,0.67,3,2.37,0.138,0.336,1287.41,0.444,4.14,0.362,0.638
CUST000595,47,M,San Jose,Low,3,108.46,0.17,2023-11-25,Bank Transfer,['Electronics'],0.071,0.145,3,4.22,0.436,0.799,348.37,0.431,3.87,0.859,0.492
CUST000596,28,M,Phoenix,Medium,4,102.23,0.6,2023-12-22,Bank Transfer,"['Books', 'Clothing', 'Beauty']",0.366,0.485,6,1.94,0.578,0.392,558.72,0.298,2.97,0.675,0.316
CUST000597,31,F,Phoenix,High,8,82.69,0.22,2023-10-31,Debit Card,['Books'],0.305,0.527,9,3.11,0.45,0.694,863.23,0.323,4.27,0.297,0.429
CUST000598,23,M,Philadelphia,Medium,7,137.07,0.71,2024-01-06,Bank Transfer,['Beauty'],0.519,0.488,2,1.43,0.515,0.687,1457.72,0.174,4.23,0.469,0.343
CUST000599,29,F,Philadelphia,Medium,4,119.45,0.52,2023-11-01,Bank Transfer,"['Clothing', 'Books']",0.253,0.61,5,3.32,0.235,0.592,598.57,0.489,3.38,0.551,0.115
CUST000600,39,F,Philadelphia,Low,7,69.44,0.27,2023-11-08,Bank Transfer,['Beauty'],0.535,0.185,3,3.23,0.058,0.551,746.11,0.065,4.5,0.168,0.593
CUST000601,44,F,Los Angeles,Medium,6,81.17,0.82,2024-01-01,Bank Transfer,['Books'],0.402,0.711,11,5.91,0.46,0.506,682.72,0.111,4.5,0.147,0.642
CUST000602,23,M,San Jose,Low,4,49.96,0.32,2023-10-20,Debit Card,"['Books', 'Beauty', 'Sports']",0.351,0.308,5,0.72,0.537,0.437,269.89,0.422,4.6,0.26,0.331
CUST000603,45,M,Chicago,Medium,6,73.89,0.07,2023-10-26,Credit Card,"['Clothing', 'Food']",0.124,0.545,10,3.59,0.279,0.363,498.15,0.191,3.23,0.607,0.873
CUST000604,51,F,Philadelphia,Medium,3,53.14,0.17,2024-01-08,Bank Transfer,"['Books', 'Clothing', 'Home & Garden']",0.414,0.321,3,7.14,0.343,0.245,225.33,0.234,4.42,0.856,0.538
CUST000605,39,F,San Diego,High,4,138.78,0.59,2023-12-30,Debit Card,['Clothing'],0.231,0.75,16,7.14,0.462,0.108,683.41,0.329,3.58,0.638,0.462
CUST000606,57,M,New York,Medium,11,247.21,0.66,2023-10-28,Debit Card,"['Beauty', 'Food', 'Electronics']",0.071,0.469,9,3.31,0.288,0.423,2911.78,0.268,3.39,0.655,0.493
CUST000607,25,F,New York,Low,6,51.03,0.4,2023-12-19,Debit Card,"['Sports', 'Clothing']",0.151,0.636,4,1.77,0.482,0.518,352.34,0.438,3.74,0.785,0.782
CUST000608,20,M,Los Angeles,Low,8,85.07,2.14,2023-12-19,Debit Card,"['Electronics', 'Food', 'Clothing']",0.295,0.484,7,1.97,0.322,0.561,881.1,0.233,3.89,0.483,0.728
CUST000609,18,F,Philadelphia,High,7,78.8,1.05,2023-12-24,PayPal,['Beauty'],0.354,0.807,6,2.71,0.58,0.907,746.74,0.601,3.74,0.921,0.484
CUST000610,52,M,Dallas,Medium,9,29.73,1.11,2023-10-22,Credit Card,"['Electronics', 'Sports', 'Clothing']",0.1,0.6,1,1.88,0.291,0.543,294.26,0.174,4.59,0.203,0.32
CUST000611,42,F,Houston,Medium,7,66.76,0.36,2023-11-05,Credit Card,['Clothing'],0.046,0.868,7,6.03,0.173,0.794,489.01,0.085,3.48,0.476,0.516
CUST000612,34,M,Chicago,Low,2,194.22,0.32,2023-11-13,Bank Transfer,"['Books', 'Electronics']",0.388,0.734,3,11.7,0.563,0.587,538.97,0.062,4.49,0.668,0.674
CUST000613,38,M,San Diego,Medium,6,98.86,0.94,2023-12-14,Debit Card,"['Books', 'Electronics']",0.401,0.533,4,3.98,0.443,0.488,831.24,0.296,3.79,0.504,0.679
CUST000614,21,M,San Jose,Low,8,85.71,0.65,2023-11-28,PayPal,"['Food', 'Sports', 'Books']",0.276,0.393,6,0.66,0.238,0.174,874.59,0.346,4.05,0.547,0.511
CUST000615,64,M,Dallas,High,6,53.52,1.01,2023-11-08,Debit Card,"['Home & Garden', 'Books']",0.251,0.714,13,8.69,0.158,0.671,401.63,0.342,3.86,0.206,0.1
CUST000616,36,F,Phoenix,Medium,3,130.34,0.65,2023-11-08,Bank Transfer,"['Food', 'Beauty', 'Clothing']",0.443,0.546,6,2.42,0.222,0.676,564.34,0.066,3.6,0.733,0.564
CUST000617,36,Other,Dallas,High,4,72.51,1.38,2023-12-22,Credit Card,['Beauty'],0.235,0.917,1,5.43,0.665,0.468,358.34,0.05,3.58,0.246,0.739
CUST000618,43,M,Los Angeles,Low,5,64.81,0.83,2024-01-08,Bank Transfer,"['Clothing', 'Home & Garden', 'Books']",0.469,0.585,10,6.3,0.119,0.503,476.11,0.104,3.34,0.602,0.257
CUST000619,40,M,Chicago,Medium,5,124.5,0.72,2023-12-06,Bank Transfer,['Sports'],0.526,0.714,13,0.77,0.334,0.403,949.78,0.649,3.3,0.46,0.767
CUST000620,37,F,San Antonio,Medium,7,85.38,1.18,2023-11-24,Bank Transfer,"['Books', 'Beauty']",0.346,0.576,7,1.7,0.115,0.371,804.24,0.372,3.91,0.088,0.638
CUST000621,25,F,San Antonio,Medium,6,57.37,2.34,2023-11-08,Bank Transfer,['Food'],0.36,0.511,13,7.02,0.188,0.5,468.18,0.545,4.69,0.507,0.618
CUST000622,40,F,Philadelphia,High,3,129.09,1.32,2024-01-12,Bank Transfer,['Sports'],0.09,0.35,0,2.58,0.458,0.411,422.26,0.169,3.44,0.723,0.765
CUST000623,57,M,Philadelphia,High,4,97.3,0.25,2024-01-12,Bank Transfer,['Electronics'],0.148,0.39,8,1.33,0.571,0.461,446.74,0.101,4.09,0.169,0.438
CUST000624,51,M,Los Angeles,High,10,129.77,0.7,2023-11-02,Bank Transfer,['Clothing'],0.358,0.51,5,6.78,0.116,0.402,1761.87,0.181,3.93,0.335,0.25
CUST000625,54,F,San Jose,Medium,5,87.37,0.72,2023-12-01,Credit Card,['Food'],0.263,0.617,7,6.2,0.669,0.492,551.56,0.503,4.65,0.831,0.647
CUST000626,28,M,Philadelphia,Low,1,256.06,1.03,2023-11-02,Credit Card,"['Beauty', 'Sports', 'Books']",0.141,0.742,4,5.64,0.145,0.183,292.12,0.439,4.24,0.416,0.595
CUST000627,23,F,Houston,Low,10,39.52,0.59,2024-01-16,Debit Card,['Books'],0.21,0.526,11,1.96,0.144,0.58,478.38,0.575,3.68,0.302,0.643
CUST000628,33,M,Chicago,High,4,242.52,0.81,2023-10-27,Debit Card,['Home & Garden'],0.398,0.761,4,6.65,0.13,0.568,1356.41,0.444,3.41,0.841,0.334
CUST000629,35,F,Los Angeles,Low,7,69.58,0.86,2023-11-28,PayPal,['Beauty'],0.62,0.705,5,4.09,0.216,0.471,789.19,0.476,3.04,0.441,0.523
CUST000630,48,M,New York,Medium,4,40.64,0.99,2023-11-18,PayPal,['Food'],0.246,0.862,10,1.04,0.107,0.576,202.51,0.351,3.62,0.435,0.377
CUST000631,18,F,Phoenix,Medium,3,101.46,0.25,2023-12-30,Credit Card,['Books'],0.077,0.443,2,0.88,0.32,0.535,327.8,0.28,5.0,0.63,0.497
CUST000632,53,F,Los Angeles,Medium,13,150.63,0.28,2024-01-16,Credit Card,['Food'],0.366,0.84,11,1.11,0.421,0.679,2675.11,0.451,3.71,0.476,0.228
CUST000633,33,F,Los Angeles,High,8,110.94,2.83,2023-11-28,PayPal,"['Food', 'Books']",0.512,0.483,4,7.81,0.188,0.256,1342.07,0.175,3.06,0.274,0.466
CUST000634,29,M,San Antonio,Medium,10,36.19,0.1,2023-12-23,Credit Card,"['Sports', 'Beauty', 'Food']",0.29,0.428,5,2.85,0.066,0.479,466.91,0.093,3.18,0.254,0.346
CUST000635,22,F,San Diego,Medium,3,38.35,0.85,2023-11-09,PayPal,['Books'],0.068,0.817,8,0.98,0.309,0.466,122.93,0.37,4.79,0.384,0.456
CUST000636,18,F,San Jose,Low,2,42.45,1.32,2023-12-29,Debit Card,"['Beauty', 'Books', 'Sports']",0.098,0.824,2,3.31,0.094,0.5,93.21,0.155,3.78,0.603,0.317
CUST000637,44,F,San Diego,Medium,11,66.59,0.34,2023-12-26,Credit Card,"['Home & Garden', 'Food']",0.464,0.372,2,2.35,0.164,0.269,1072.66,0.141,4.2,0.196,0.226
CUST000638,35,F,Houston,Low,4,45.82,1.84,2023-11-25,Credit Card,"['Clothing', 'Home & Garden']",0.025,0.659,15,3.46,0.565,0.274,187.84,0.201,4.16,0.606,0.336
CUST000639,19,F,New York,Medium,4,80.94,0.83,2024-01-03,PayPal,['Books'],0.206,0.84,4,8.17,0.306,0.353,390.47,0.192,3.69,0.519,0.32
CUST000640,19,F,San Antonio,High,5,32.96,2.39,2024-01-12,Bank Transfer,"['Electronics', 'Beauty', 'Home & Garden']",0.181,0.636,0,4.97,0.632,0.387,194.66,0.404,3.76,0.307,0.704
CUST000641,30,M,New York,High,9,83.46,0.37,2023-12-14,Bank Transfer,['Food'],0.388,0.576,0,6.4,0.614,0.113,1042.68,0.182,3.53,0.745,0.537
CUST000642,55,F,Houston,Low,9,108.26,0.7,2023-11-04,Debit Card,"['Sports', 'Beauty']",0.321,0.47,10,3.01,0.641,0.449,1287.19,0.195,3.09,0.586,0.459
CUST000643,31,F,San Diego,Medium,9,150.48,0.54,2024-01-10,Credit Card,"['Books', 'Food']",0.349,0.94,5,2.11,0.562,0.406,1827.22,0.371,4.51,0.509,0.299
CUST000644,18,M,Los Angeles,High,4,100.64,0.48,2023-11-22,Credit Card,"['Sports', 'Food', 'Home & Garden']",0.254,0.462,7,4.04,0.335,0.551,504.6,0.414,4.4,0.627,0.359
CUST000645,32,M,Philadelphia,Low,9,165.01,0.51,2023-11-29,PayPal,['Clothing'],0.055,0.818,3,9.94,0.425,0.336,1567.27,0.431,3.99,0.235,0.264
CUST000646,31,M,Philadelphia,Low,1,100.72,0.62,2023-11-30,Bank Transfer,"['Clothing', 'Sports', 'Electronics']",0.418,0.648,6,5.77,0.393,0.322,142.81,0.277,4.04,0.486,0.269
CUST000647,18,F,Dallas,Low,3,49.33,0.59,2023-10-22,Bank Transfer,"['Clothing', 'Food', 'Electronics']",0.268,0.782,12,4.24,0.244,0.362,187.64,0.553,4.49,0.378,0.593
CUST000648,34,F,Phoenix,Medium,8,77.08,1.43,2023-12-28,Debit Card,"['Home & Garden', 'Food']",0.304,0.51,15,1.78,0.46,0.388,804.27,0.046,2.86,0.445,0.397
CUST000649,32,F,San Jose,Low,3,64.96,1.35,2023-12-13,Bank Transfer,"['Sports', 'Food', 'Beauty']",0.195,0.618,6,7.39,0.714,0.251,232.83,0.178,4.26,0.091,0.762
CUST000650,43,F,Houston,High,4,94.42,0.18,2023-11-08,Bank Transfer,"['Books', 'Home & Garden']",0.408,0.468,11,1.9,0.117,0.791,531.69,0.035,4.52,0.426,0.067
CUST000651,57,M,Phoenix,Medium,5,28.5,0.51,2023-11-10,Bank Transfer,['Sports'],0.087,0.41,2,1.83,0.349,0.587,154.93,0.223,4.95,0.659,0.508
CUST000652,48,M,San Jose,Medium,7,158.17,1.07,2023-11-21,PayPal,"['Sports', 'Food', 'Home & Garden']",0.41,0.767,4,2.63,0.501,0.511,1561.16,0.104,4.46,0.378,0.439
CUST000653,31,M,Phoenix,Low,10,122.17,1.0,2023-11-16,Bank Transfer,"['Sports', 'Electronics', 'Home & Garden']",0.122,0.927,11,0.83,0.201,0.446,1370.83,0.577,4.8,0.881,0.774
CUST000654,21,M,San Diego,Medium,5,90.8,0.68,2024-01-02,Debit Card,['Food'],0.779,0.641,2,4.76,0.553,0.402,807.62,0.623,3.89,0.476,0.39
CUST000655,65,M,San Jose,Medium,3,249.93,0.81,2024-01-12,Bank Transfer,"['Sports', 'Books', 'Home & Garden']",0.524,0.57,10,2.12,0.023,0.117,1142.6,0.248,4.01,0.78,0.313
CUST000656,35,M,San Diego,Medium,12,193.34,0.6,2023-11-01,Debit Card,['Home & Garden'],0.167,0.611,17,4.61,0.533,0.547,2707.65,0.72,3.6,0.46,0.69
CUST000657,35,F,Los Angeles,Medium,5,116.92,1.52,2023-11-27,PayPal,"['Home & Garden', 'Books']",0.445,0.878,14,0.63,0.6,0.249,844.72,0.464,3.7,0.668,0.324
CUST000658,34,F,San Antonio,Medium,14,92.49,1.4,2024-01-16,PayPal,"['Sports', 'Food']",0.396,0.904,0,0.5,0.183,0.266,1807.76,0.104,4.47,0.425,0.176
CUST000659,37,Other,San Diego,High,6,80.73,0.64,2023-10-21,Debit Card,"['Electronics', 'Books', 'Food']",0.331,0.672,4,2.91,0.459,0.306,644.44,0.543,4.22,0.26,0.404
CUST000660,33,F,Philadelphia,High,7,77.88,0.78,2023-11-02,PayPal,"['Electronics', 'Beauty']",0.143,0.784,3,4.13,0.121,0.775,622.88,0.273,4.26,0.635,0.591
CUST000661,28,F,Phoenix,Medium,4,63.94,0.64,2023-12-31,Credit Card,"['Food', 'Electronics']",0.144,0.503,11,4.42,0.532,0.321,292.69,0.572,3.23,0.516,0.592
CUST000662,28,M,Dallas,Low,5,64.14,0.73,2023-10-29,Credit Card,['Beauty'],0.351,0.41,5,6.25,0.565,0.629,433.43,0.217,4.25,0.755,0.238
CUST000663,34,F,Chicago,Low,15,88.35,1.68,2023-11-03,Credit Card,"['Home & Garden', 'Clothing']",0.454,0.907,11,2.02,0.207,0.752,1926.65,0.218,4.69,0.594,0.516
CUST000664,28,F,San Jose,Low,1,145.45,0.59,2023-12-14,Credit Card,"['Electronics', 'Beauty']",0.027,0.573,11,3.53,0.131,0.269,149.41,0.584,4.22,0.284,0.62
CUST000665,26,M,Houston,Medium,4,87.88,0.49,2023-10-24,Credit Card,"['Clothing', 'Food']",0.238,0.454,9,1.97,0.199,0.157,435.05,0.081,3.52,0.639,0.716
CUST000666,36,M,Dallas,Medium,1,44.7,0.77,2023-12-10,PayPal,['Home & Garden'],0.192,0.872,9,1.44,0.197,0.282,53.27,0.322,3.98,0.177,0.188
CUST000667,31,F,Philadelphia,Medium,5,78.83,0.64,2024-01-17,Debit Card,"['Beauty', 'Sports', 'Food']",0.208,0.853,0,1.98,0.594,0.441,476.19,0.185,4.71,0.258,0.548
CUST000668,53,M,San Diego,High,1,55.67,0.43,2023-12-12,PayPal,['Electronics'],0.23,0.284,3,2.54,0.235,0.38,68.49,0.183,4.16,0.479,0.691
CUST000669,18,F,San Antonio,High,5,176.59,1.28,2023-12-28,Bank Transfer,"['Food', 'Home & Garden', 'Electronics']",0.044,0.669,11,2.64,0.069,0.577,921.48,0.349,4.64,0.373,0.506
CUST000670,48,F,Los Angeles,High,10,29.61,1.38,2024-01-17,Credit Card,"['Sports', 'Home & Garden', 'Food']",0.169,0.812,12,5.9,0.468,0.313,346.31,0.106,4.96,0.664,0.419
CUST000671,49,M,Chicago,Medium,2,91.93,0.89,2024-01-14,Credit Card,"['Clothing', 'Books']",0.605,0.301,7,11.54,0.493,0.561,295.04,0.566,3.91,0.218,0.577
CUST000672,18,M,New York,Medium,2,53.01,0.47,2023-11-21,PayPal,"['Books', 'Food']",0.464,0.301,6,2.27,0.628,0.231,155.27,0.234,3.47,0.299,0.363
CUST000673,30,M,Dallas,Low,6,80.68,1.52,2024-01-17,Bank Transfer,['Beauty'],0.335,0.405,6,2.8,0.621,0.388,646.39,0.561,3.75,0.439,0.634
CUST000674,30,M,San Antonio,Low,1,91.28,0.27,2024-01-05,PayPal,['Books'],0.186,0.311,4,3.01,0.328,0.476,108.28,0.16,4.97,0.286,0.51
CUST000675,18,M,New York,Low,5,133.25,0.68,2023-12-03,Debit Card,['Clothing'],0.543,0.613,7,7.71,0.298,0.224,1027.93,0.627,4.42,0.735,0.721
CUST000676,25,F,Chicago,Medium,16,74.19,2.77,2023-12-02,Credit Card,"['Beauty', 'Clothing']",0.273,0.36,6,3.43,0.719,0.59,1511.22,0.325,4.13,0.969,0.359
CUST000677,21,M,Houston,Medium,4,90.01,0.91,2023-10-29,PayPal,"['Food', 'Clothing', 'Beauty']",0.028,0.406,3,2.89,0.568,0.437,370.26,0.573,4.54,0.278,0.357
CUST000678,56,F,Houston,High,3,158.72,0.61,2023-11-03,Debit Card,['Home & Garden'],0.08,0.521,11,1.28,0.251,0.171,514.48,0.129,3.78,0.532,0.612
CUST000679,46,M,Phoenix,Low,5,158.52,1.11,2024-01-11,Credit Card,"['Electronics', 'Beauty', 'Clothing']",0.261,0.799,9,1.23,0.46,0.448,999.75,0.482,3.84,0.123,0.723
CUST000680,50,F,Chicago,Medium,6,221.2,1.11,2023-11-28,Credit Card,"['Food', 'Clothing']",0.25,0.76,10,2.79,0.139,0.241,1659.31,0.165,3.65,0.213,0.271
CUST000681,43,M,Chicago,Medium,3,57.61,1.8,2024-01-15,Credit Card,"['Electronics', 'Food']",0.67,0.747,2,3.4,0.173,0.142,288.59,0.408,5.0,0.21,0.241
CUST000682,21,M,New York,Low,10,222.88,0.4,2023-11-29,Bank Transfer,"['Home & Garden', 'Beauty']",0.268,0.699,2,4.62,0.401,0.331,2826.52,0.427,4.1,0.284,0.474
CUST000683,28,F,San Antonio,Medium,4,78.39,1.14,2023-12-23,PayPal,"['Beauty', 'Books']",0.511,0.397,13,3.86,0.626,0.388,473.82,0.227,3.95,0.638,0.37
CUST000684,40,F,San Jose,Low,5,173.98,0.77,2023-12-18,Credit Card,"['Sports', 'Books', 'Home & Garden']",0.5,0.818,4,3.56,0.49,0.806,1305.0,0.269,4.11,0.389,0.474
CUST000685,20,M,New York,Medium,3,130.7,0.85,2023-11-17,Credit Card,"['Clothing', 'Electronics', 'Beauty']",0.419,0.26,3,3.45,0.634,0.273,556.45,0.213,3.96,0.494,0.18
CUST000686,43,F,Los Angeles,Medium,3,72.31,0.75,2023-12-23,Debit Card,['Clothing'],0.35,0.536,7,4.94,0.237,0.566,292.84,0.379,3.58,0.582,0.485
CUST000687,32,M,Houston,Low,9,202.01,0.74,2023-11-12,PayPal,"['Sports', 'Food', 'Home & Garden']",0.249,0.42,9,1.43,0.165,0.848,2270.37,0.403,4.54,0.604,0.499
CUST000688,30,F,Houston,Low,8,165.48,0.19,2023-11-24,Debit Card,"['Sports', 'Clothing', 'Food']",0.422,0.547,29,3.77,0.748,0.557,1882.44,0.158,3.16,0.374,0.672
CUST000689,43,M,Phoenix,Medium,2,48.38,0.56,2023-12-21,PayPal,"['Sports', 'Clothing', 'Electronics']",0.378,0.196,5,2.24,0.424,0.622,133.36,0.413,4.11,0.593,0.511
CUST000690,40,M,Los Angeles,High,3,75.11,0.76,2023-12-05,Credit Card,['Sports'],0.127,0.701,2,6.96,0.032,0.358,253.95,0.391,4.32,0.249,0.249
CUST000691,30,F,Houston,Medium,4,122.8,1.04,2023-10-29,Bank Transfer,"['Electronics', 'Books', 'Beauty']",0.383,0.935,5,5.83,0.494,0.547,679.32,0.117,3.24,0.516,0.605
CUST000692,48,F,New York,Medium,6,44.27,0.85,2023-12-11,Debit Card,"['Sports', 'Food', 'Beauty']",0.13,0.692,5,1.72,0.467,0.645,300.19,0.199,4.23,0.093,0.597
CUST000693,22,M,Los Angeles,Medium,2,86.82,0.83,2023-12-19,Bank Transfer,"['Sports', 'Home & Garden', 'Books']",0.36,0.125,4,4.67,0.518,0.491,236.19,0.458,3.78,0.775,0.716
CUST000694,42,F,New York,High,7,145.49,1.21,2023-11-13,Bank Transfer,"['Food', 'Books']",0.133,0.73,2,5.93,0.402,0.674,1153.47,0.16,3.18,0.095,0.502
CUST000695,42,F,San Jose,High,4,86.79,2.03,2024-01-10,Bank Transfer,"['Beauty', 'Books', 'Food']",0.119,0.755,10,3.82,0.761,0.089,388.65,0.428,4.09,0.234,0.181
CUST000696,31,M,San Jose,Medium,5,100.73,0.68,2024-01-04,PayPal,['Books'],0.047,0.348,5,5.31,0.685,0.37,527.47,0.46,4.46,0.207,0.292
CUST000697,38,F,Houston,Medium,3,29.81,0.4,2023-11-17,PayPal,['Beauty'],0.501,0.434,5,5.96,0.264,0.385,134.17,0.344,5.0,0.093,0.579
CUST000698,19,M,Houston,High,2,140.52,1.51,2023-11-04,Bank Transfer,['Books'],0.199,0.302,2,6.36,0.181,0.671,336.85,0.181,3.8,0.85,0.383
CUST000699,46,F,San Antonio,Medium,4,111.13,1.13,2023-11-16,Credit Card,['Electronics'],0.295,0.528,1,3.17,0.799,0.144,575.54,0.31,4.25,0.357,0.263
CUST000700,32,F,San Jose,Medium,6,86.48,0.64,2023-10-31,Credit Card,"['Sports', 'Electronics']",0.403,0.423,3,0.79,0.157,0.289,728.22,0.204,4.47,0.718,0.267
CUST000701,28,F,Dallas,Low,6,172.74,1.54,2023-11-13,Bank Transfer,['Food'],0.337,0.777,4,2.54,0.587,0.696,1385.88,0.186,4.07,0.765,0.513
CUST000702,47,M,Dallas,High,2,96.07,0.38,2023-12-09,Debit Card,"['Food', 'Electronics']",0.099,0.563,1,5.12,0.38,0.336,211.09,0.171,4.37,0.417,0.599
CUST000703,26,M,Phoenix,High,9,91.32,0.68,2024-01-05,Debit Card,"['Sports', 'Books']",0.557,0.434,6,5.21,0.131,0.395,1279.84,0.211,3.79,0.554,0.532
CUST000704,18,M,San Jose,Low,2,171.32,0.62,2024-01-01,PayPal,"['Electronics', 'Clothing']",0.219,0.691,5,1.23,0.549,0.225,417.72,0.243,3.91,0.456,0.499
CUST000705,18,M,New York,Medium,6,113.11,1.59,2024-01-03,Debit Card,['Books'],0.43,0.621,9,11.83,0.581,0.443,970.57,0.284,3.37,0.509,0.392
